alias	gene_id	gene_symbol	gene_desc
RAB9A	403947	RAB9A	RAB9A, member RAS oncogene family
TRAM1	403948	TRAM1	translocation associated membrane protein 1
TCF4	403949	TCF4	transcription factor 4
SSR2	403950	SSR2	signal sequence receptor subunit 2
SSR1	403951	SSR1	signal sequence receptor subunit 1
SRP68	403952	SRP68	signal recognition particle 68
SRP54	403953	SRP54	signal recognition particle 54
RHOA	403954	RHOA	ras homolog family member A
RAC1	403955	RAC1	Rac family small GTPase 1
RAB4B	403956	RAB4B	RAB4B, member RAS oncogene family
RAB11A	403957	RAB11A	RAB11A, member RAS oncogene family
RAB10	403958	RAB10	RAB10, member RAS oncogene family
LHB	403959	LHB	luteinizing hormone subunit beta
ADORA2A	403960	ADORA2A	adenosine A2a receptor
ADORA1	403961	ADORA1	adenosine A1 receptor
ADRA1B	403962	ADRA1B	adrenoceptor alpha 1B
HTR1D	403963	HTR1D	5-hydroxytryptamine receptor 1D
ACKR3	403964	ACKR3	atypical chemokine receptor 3
CAPS	403965	CAPS	calcyphosine
ATP1B1	403966	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
KLK2	403967	KLK2	kallikrein-related peptidase 2
TSHR	403968	TSHR	thyroid stimulating hormone receptor
TMED11	403969	TMED11	glycoprotein 25L
CLPS	403970	CLPS	colipase
CLNS1A	403971	CLNS1A	chloride nucleotide-sensitive channel 1A
PRPH2	403972	PRPH2	peripherin 2
TSHB	403973	TSHB	thyroid stimulating hormone subunit beta
IL1B	403974	IL1B	interleukin 1 beta
ICAM1	403975	ICAM1	intercellular adhesion molecule 1
IL12B	403976	IL12B	interleukin 12B
IL12A	403977	IL12A	interleukin 12A
DLD	403978	DLD	dihydrolipoamide dehydrogenase
HSPB1	403979	HSPB1	heat shock protein family B (small) member 1
CAV1	403980	CAV1	caveolin 1
CCL2	403981	CCL2	C-C motif chemokine ligand 2
VCAM1	403982	VCAM1	vascular cell adhesion molecule 1
KCNMB1	403983	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
KCNMA1	403984	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
IL6	403985	IL6	interleukin 6
PTH	403986	PTH	parathyroid hormone
PTHLH	403987	PTHLH	parathyroid hormone like hormone
ZP2	403988	ZP2	zona pellucida glycoprotein 2
IL2	403989	IL2	interleukin 2
ATP1A1	403992	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
SST	403993	SST	somatostatin
SELP	403994	SELP	selectin P
KCNA5	403995	KCNA5	potassium voltage-gated channel subfamily A member 5
SLC2A3	403997	SLC2A3	solute carrier family 2 member 3
TGFB1	403998	TGFB1	transforming growth factor beta 1
SELE	403999	SELE	selectin E
SLC6A6	404000	SLC6A6	solute carrier family 6 member 6
GAL	404001	GAL	galanin and GMAP prepropeptide
EPO	404002	EPO	erythropoietin
SEC11C	404003	SEC11C	SEC11 homolog C, signal peptidase complex subunit
SEC11A	404004	SEC11A	SEC11 homolog A, signal peptidase complex subunit
SPCS3	404005	SPCS3	signal peptidase complex subunit 3
SEC61A1	404006	SEC61A1	SEC61 translocon subunit alpha 1
RAB7A	404007	RAB7A	RAB7A, member RAS oncogene family
RAB5A	404008	RAB5A	RAB5A, member RAS oncogene family
RAB2A	404009	RAB2A	RAB2A, member RAS oncogene family
PNLIPRP1	404010	PNLIPRP1	pancreatic lipase related protein 1
PLA2G1B	404011	PLA2G1B	phospholipase A2 group IB
DDOST	404012	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
SLC6A12	404013	SLC6A12	solute carrier family 6 member 12
USP11	404014	USP11	ubiquitin specific peptidase 11
F9	404015	F9	coagulation factor IX
SPCS2	404016	SPCS2	signal peptidase complex subunit 2
SEC61G	404017	SEC61G	SEC61 translocon subunit gamma
SEC61B	404018	SEC61B	SEC61 translocon subunit beta
HSP90B1	404019	HSP90B1	heat shock protein 90 beta family member 1
ATP4B	404020	ATP4B	ATPase H+/K+ transporting subunit beta
LGALS3	404021	LGALS3	galectin 3
KCNA2	404022	KCNA2	potassium voltage-gated channel subfamily A member 2
PSMA7	404305	PSMA7	proteasome 20S subunit alpha 7
EGFR	404306	EGFR	epidermal growth factor receptor
ATP7A	406185	ATP7A	ATPase copper transporting alpha
ZNF331	414288	ZNF331	zinc finger protein 331
GATM	414733	GATM	glycine amidinotransferase
PLN	414755	PLN	phospholamban
CYP2D15	415120	CYP2D15	cytochrome P450 2D
CYP2C18	415122	CYP2C18	cytochrome P450 2C21
CYP2C41	415123	CYP2C41	cytochrome P450 2C41
CYP21A2	415124	CYP21A2	cytochrome P450c21
FGFR2	415125	FGFR2	fibroblast growth factor receptor 2
MITF	415126	MITF	melanocyte inducing transcription factor
CYP3A26	415127	CYP3A26	cytochrome P450 3A26
CYP2E1	415128	CYP2E1	cytochrome P450 family 2 subfamily E member 1
CYP3A12	415129	CYP3A12	cytochrome P-450 3A12
CD34	415130	CD34	CD34 molecule
ATP4A	431686	ATP4A	ATPase H+/K+ transporting subunit alpha
AFDN	431695	AFDN	afadin, adherens junction formation factor
CDH1	442858	CDH1	cadherin 1
NFKB1	442859	NFKB1	nuclear factor kappa B subunit 1
PDGFRA	442860	PDGFRA	platelet derived growth factor receptor alpha
LGALS9	442861	LGALS9	galectin 9
IFNA5	442934	IFNA5	interferon, alpha 5
IL21	442935	IL21	interleukin 21
BIRC5	442936	BIRC5	baculoviral IAP repeat containing 5
FLT3LG	442938	FLT3LG	fms related receptor tyrosine kinase 3 ligand
LAMC2	442939	LAMC2	laminin subunit gamma 2
NEFH	442940	NEFH	neurofilament heavy
CNTFR	442941	CNTFR	ciliary neurotrophic factor receptor
PTGS2	442942	PTGS2	prostaglandin-endoperoxide synthase 2
APTX	442943	APTX	aprataxin
NGB	442944	NGB	neuroglobin
HPRT1	442945	HPRT1	hypoxanthine phosphoribosyltransferase 1
HMGA1	442946	HMGA1	high mobility group AT-hook 1
CAMP	442947	CAMP	cathelicidin antimicrobial peptide
SOCS3	442949	SOCS3	suppressor of cytokine signaling 3
INVS	442950	INVS	inversin
IGF1R	442951	IGF1R	insulin like growth factor 1 receptor
JAK1	442952	JAK1	Janus kinase 1
LAMB3	442953	LAMB3	laminin subunit beta 3
LAMA5	442954	LAMA5	laminin subunit alpha 5
EPB41	442955	EPB41	erythrocyte membrane protein band 4.1
PLEK	442956	PLEK	pleckstrin
GNAI2	442957	GNAI2	G protein subunit alpha i2
P2RY12	442958	P2RY12	purinergic receptor P2Y12
PIM2	442959	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
MCPH1	442960	MCPH1	microcephalin 1
GPX1	442961	GPX1	glutathione peroxidase 1
GSS	442962	GSS	glutathione synthetase
CP	442963	CP	ceruloplasmin
AKT3	442964	AKT3	AKT serine/threonine kinase 3
UTRN	442965	UTRN	utrophin
SLC29A1	442966	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
LOC442967	442967	LOC442967	ATPase, Cu++ transporting, beta polypeptide-like
FASLG	442968	FASLG	Fas ligand
APOC2	442969	APOC2	apolipoprotein C2
APOC3	442970	APOC3	apolipoprotein C3
CLU	442971	CLU	clusterin
GP2	442972	GP2	glycoprotein 2
VNN1	442973	VNN1	vanin 1
C5AR1	442974	C5AR1	complement C5a receptor 1
LOC442975	442975	LOC442975	mucin
RAN	442976	RAN	RAN, member RAS oncogene family
ZP4	442977	ZP4	zona pellucida glycoprotein 4
MGMT	442978	MGMT	O-6-methylguanine-DNA methyltransferase
ADRB3	442979	ADRB3	adrenoceptor beta 3
ELANE	442980	ELANE	elastase, neutrophil expressed
CD3E	442981	CD3E	CD3e molecule
AICDA	442983	AICDA	activation induced cytidine deaminase
UGT2B31	442984	UGT2B31	UDP-glucuronosyltransferase UGT2B31
PDGFRB	442985	PDGFRB	platelet derived growth factor receptor beta
PDGFB	442986	PDGFB	platelet derived growth factor subunit B
HMOX1	442987	HMOX1	heme oxygenase 1
CCS	442988	CCS	copper chaperone for superoxide dismutase
XIAP	442989	XIAP	X-linked inhibitor of apoptosis
IL13	442990	IL13	interleukin 13
SLC35A3	442991	SLC35A3	solute carrier family 35 member A3
IFNA6	444848	IFNA6	interferon, alpha 6
LTBP4	444849	LTBP4	latent transforming growth factor beta binding protein 4
KRT2	444850	KRT2	keratin 2
ABCA4	444852	ABCA4	ATP binding cassette subfamily A member 4
MST1R	444854	MST1R	macrophage stimulating 1 receptor
UNK	444855	UNK	unk zinc finger
PAM16	444856	PAM16	presequence translocase associated motor 16
KRT1	444857	KRT1	keratin 1
AKAP95	445010	AKAP95	protein kinase A-anchoring protein 95
COMT	445450	COMT	catechol-O-methyltransferase
CCL13	445451	CCL13	chemokine (C-C motif) ligand 13
CCL24	445452	CCL24	C-C motif chemokine ligand 24
CCL27	445454	CCL27	C-C motif chemokine ligand 27
CES5A	445456	CES5A	carboxylesterase 5A
TRPV1	445457	TRPV1	transient receptor potential cation channel subfamily V member 1
SLC5A3	445542	SLC5A3	solute carrier family 5 member 3
P2RX7	448778	P2RX7	purinergic receptor P2X 7
TBX2	448779	TBX2	T-box transcription factor 2
HIST2H4	448780	HIST2H4	histone H4
P2RX2	448781	P2RX2	purinergic receptor P2X 2
P2RX3	448782	P2RX3	purinergic receptor P2X 3
P2RX4	448783	P2RX4	purinergic receptor P2X 4
MUC1	448784	MUC1	mucin 1, cell surface associated
P2RX5	448785	P2RX5	purinergic receptor P2X 5
CCL4	448786	CCL4	chemokine (C-C motif) ligand 4
CCL3	448787	CCL3	chemokine (C-C motif) ligand 3
CCL1	448788	CCL1	C-C motif chemokine ligand 1
CCL26	448789	CCL26	C-C motif chemokine ligand 26
CCL20	448790	CCL20	C-C motif chemokine ligand 20
HCN2	448791	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
CCL8	448792	CCL8	C-C motif chemokine ligand 8
CCL19	448793	CCL19	C-C motif chemokine ligand 19
HCN4	448794	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4
CCL28	448795	CCL28	C-C motif chemokine ligand 28
CCL21	448796	CCL21	C-C motif chemokine ligand 21
CCL25	448798	CCL25	C-C motif chemokine ligand 25
LOC448801	448801	LOC448801	mastin
CCR3	448802	CCR3	C-C motif chemokine receptor 3
FUT8	448804	FUT8	fucosyltransferase 8
DRD4	448805	DRD4	dopamine receptor D4
DBH	448806	DBH	dopamine beta-hydroxylase
TLR2	448807	TLR2	toll like receptor 2
AKT2	449021	AKT2	AKT serine/threonine kinase 2
PMCH	449022	PMCH	pro-melanin concentrating hormone
HSD11B1	449023	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
FUT5	449024	FUT5	fucosyltransferase 5 (alpha (1,3) fucosyltransferase)
FUT7	449026	FUT7	fucosyltransferase 7
FUT9	449027	FUT9	fucosyltransferase 9
CCND1	449028	CCND1	cyclin D1
TBX19	449029	TBX19	T-box transcription factor 19
CBLIF	449477	CBLIF	cobalamin binding intrinsic factor
LIFR	449478	LIFR	LIF receptor subunit alpha
CCNB3	449494	CCNB3	cyclin B3
LOC449531	449531	LOC449531	uncharacterized LOC449531
P2RY1	449621	P2RY1	purinergic receptor P2Y1
CXCL12	449622	CXCL12	C-X-C motif chemokine ligand 12
EDNRA	450187	EDNRA	endothelin receptor type A
LEPR	450207	LEPR	leptin receptor
RXFP2	450220	RXFP2	relaxin family peptide receptor 2
JPT1	450237	JPT1	Jupiter microtubule associated homolog 1
HTR2C	450240	HTR2C	5-hydroxytryptamine receptor 2C
NHLRC1	474161	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1
PRKDC	474176	PRKDC	protein kinase, DNA-activated, catalytic subunit
CYP2B6	474177	CYP2B6	cytochrome P450 2B11
RTN1	474178	RTN1	reticulon 1
BRCA2	474180	BRCA2	BRCA2 DNA repair associated
IFNA7	474181	IFNA7	interferon, alpha 7
IFNA8	474182	IFNA8	interferon, alpha 8
THBD	474355	THBD	thrombomodulin
PIGR	474357	PIGR	polymeric immunoglobulin receptor
AKAP8	474362	AKAP8	A-kinase anchoring protein 8
METTL7B	474390	METTL7B	methyltransferase like 7B
CD63	474391	CD63	CD63 molecule
SARNP	474392	SARNP	SAP domain containing ribonucleoprotein
RAB5B	474394	RAB5B	RAB5B, member RAS oncogene family
RPS26	474395	RPS26	ribosomal protein S26
PA2G4	474396	PA2G4	proliferation-associated 2G4
ESYT1	474397	ESYT1	extended synaptotagmin 1
NABP2	474400	NABP2	nucleic acid binding protein 2
COQ10A	474402	COQ10A	coenzyme Q10A
CS	474403	CS	citrate synthase
PAN2	474404	PAN2	poly(A) specific ribonuclease subunit PAN2
APOF	474405	APOF	apolipoprotein F
NACA	474408	NACA	nascent polypeptide associated complex subunit alpha
RDH16	474409	RDH16	retinol dehydrogenase 16
R3HDM2	474412	R3HDM2	R3H domain containing 2
ARHGAP9	474413	ARHGAP9	Rho GTPase activating protein 9
MARS1	474414	MARS1	methionyl-tRNA synthetase 1
DCTN2	474415	DCTN2	dynactin subunit 2
KIF5A	474416	KIF5A	kinesin family member 5A
PIP4K2C	474417	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
OS9	474419	OS9	OS9 endoplasmic reticulum lectin
AVIL	474420	AVIL	advillin
ATP23	474422	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
LRIG3	474423	LRIG3	leucine rich repeats and immunoglobulin like domains 3
USP15	474424	USP15	ubiquitin specific peptidase 15
PPM1H	474425	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
C10H12orf66	474426	C10H12orf66	chromosome 10 C12orf66 homolog
XPOT	474427	XPOT	exportin for tRNA
GNS	474429	GNS	glucosamine (N-acetyl)-6-sulfatase
TMBIM4	474432	TMBIM4	transmembrane BAX inhibitor motif containing 4
GRIP1	474434	GRIP1	glutamate receptor interacting protein 1
CAND1	474437	CAND1	cullin associated and neddylation dissociated 1
MDM1	474439	MDM1	Mdm1 nuclear protein
NUP107	474440	NUP107	nucleoporin 107
CPSF6	474441	CPSF6	cleavage and polyadenylation specific factor 6
LYZ	474442	LYZ	lysozyme
YEATS4	474443	YEATS4	YEATS domain containing 4
FRS2	474444	FRS2	fibroblast growth factor receptor substrate 2
CCT2	474445	CCT2	chaperonin containing TCP1 subunit 2
CNOT2	474446	CNOT2	CCR4-NOT transcription complex subunit 2
KCNMB4	474447	KCNMB4	translation initiation factor IF-2
TSPAN8	474448	TSPAN8	tetraspanin 8
ZFC3H1	474449	ZFC3H1	zinc finger C3H1-type containing
TMEM19	474450	TMEM19	transmembrane protein 19
TBC1D15	474451	TBC1D15	TBC1 domain family member 15
GLIPR1	474452	GLIPR1	GLI pathogenesis related 1
SHANK3	474456	SHANK3	SH3 and multiple ankyrin repeat domains 3
ARSA	474457	ARSA	arylsulfatase A
NCAPH2	474458	NCAPH2	non-SMC condensin II complex subunit H2
PLXNB2	474459	PLXNB2	plexin B2
MOV10L1	474460	MOV10L1	Mov10 like RISC complex RNA helicase 1
TTLL8	474461	TTLL8	tubulin tyrosine ligase like 8
TBC1D22A	474462	TBC1D22A	TBC1 domain family member 22A
CERK	474464	CERK	ceramide kinase
TTC38	474465	TTC38	tetratricopeptide repeat domain 38
PKDREJ	474466	PKDREJ	polycystin family receptor for egg jelly
ATXN10	474467	ATXN10	ataxin 10
FBLN1	474468	FBLN1	fibulin 1
RIBC2	474469	RIBC2	RIB43A domain with coiled-coils 2
NUP50	474470	NUP50	nucleoporin 50
LOC474472	474472	LOC474472	nuclease-sensitive element-binding protein 1 pseudogene
SAMM50	474473	SAMM50	SAMM50 sorting and assembly machinery component
TTLL12	474474	TTLL12	tubulin tyrosine ligase like 12
TSPO	474475	TSPO	translocator protein
ARFGAP3	474477	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
CYB5R3	474479	CYB5R3	cytochrome b5 reductase 3
POLDIP3	474480	POLDIP3	DNA polymerase delta interacting protein 3
SERHL2	474481	SERHL2	serine hydrolase like 2
NDUFA6	474483	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
SNU13	474484	SNU13	small nuclear ribonucleoprotein 13
XRCC6	474485	XRCC6	X-ray repair cross complementing 6
PMM1	474486	PMM1	phosphomannomutase 1
ACO2	474487	ACO2	aconitase 2
PHF5A	474489	PHF5A	PHD finger protein 5A
ZC3H7B	474490	ZC3H7B	zinc finger CCCH-type containing 7B
RBX1	474494	RBX1	ring-box 1
DNAJB7	474495	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7
SLC25A17	474498	SLC25A17	solute carrier family 25 member 17
ADSL	474499	ADSL	adenylosuccinate lyase
FAM83F	474500	FAM83F	family with sequence similarity 83 member F
RPS19BP1	474502	RPS19BP1	ribosomal protein S19 binding protein 1
ATF4	474503	ATF4	activating transcription factor 4
RPL3	474504	RPL3	ribosomal protein L3
DNAL4	474505	DNAL4	dynein axonemal light chain 4
GTPBP1	474506	GTPBP1	GTP binding protein 1
DDX17	474508	DDX17	DEAD-box helicase 17
KDELR3	474509	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
CSNK1E	474510	CSNK1E	casein kinase 1 epsilon
POLR2F	474512	POLR2F	RNA polymerase II, I and III subunit F
EIF3L	474513	EIF3L	eukaryotic translation initiation factor 3 subunit L
LGALS2	474514	LGALS2	galectin 2
MPST	474515	MPST	mercaptopyruvate sulfurtransferase
TEX33	474516	TEX33	testis expressed 33
IFT27	474517	IFT27	intraflagellar transport 27
FOXRED2	474518	FOXRED2	FAD dependent oxidoreductase domain containing 2
TXN2	474519	TXN2	thioredoxin 2
APOL5	474520	APOL5	apolipoprotein L5
LARGE1	474521	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
FBXO7	474522	FBXO7	F-box protein 7
BPIFC	474523	BPIFC	BPI fold containing family C
RTCB	474524	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
PWP1	474526	PWP1	PWP1 homolog, endonuclein
CRY1	474528	CRY1	cryptochrome circadian regulator 1
RFX4	474529	RFX4	regulatory factor X4
POLR3B	474531	POLR3B	RNA polymerase III subunit B
TCP11L2	474532	TCP11L2	t-complex 11 like 2
WASHC4	474533	WASHC4	WASH complex subunit 4
ALDH1L2	474534	ALDH1L2	aldehyde dehydrogenase 1 family member L2
C10H12orf45	474535	C10H12orf45	chromosome 10 C12orf45 homolog
TXNRD1	474536	TXNRD1	thioredoxin reductase 1
LOC474539	474539	LOC474539	E3 SUMO-protein ligase RanBP2
LIMS1	474540	LIMS1	LIM zinc finger domain containing 1
GCC2	474541	GCC2	GRIP and coiled-coil domain containing 2
SULT1C4	474542	SULT1C4	sulfotransferase family 1C member 4
SULT1C2	474543	SULT1C2	sulfotransferase family 1C member 2
FHL2	474544	FHL2	four and a half LIM domains 2
MRPS9	474545	MRPS9	mitochondrial ribosomal protein S9
SLC9A2	474546	SLC9A2	solute carrier family 9 member A2
LOC474547	474547	LOC474547	dynactin subunit 2 pseudogene
TBC1D8	474551	TBC1D8	TBC1 domain family member 8
NPAS2	474552	NPAS2	neuronal PAS domain protein 2
PDCL3	474553	PDCL3	phosducin like 3
NMS	474554	NMS	neuromedin S
CHST10	474555	CHST10	carbohydrate sulfotransferase 10
EIF5B	474556	EIF5B	eukaryotic translation initiation factor 5B
TXNDC9	474557	TXNDC9	thioredoxin domain containing 9
MRPL30	474558	MRPL30	mitochondrial ribosomal protein L30
MITD1	474559	MITD1	microtubule interacting and trafficking domain containing 1
TSGA10	474561	TSGA10	testis specific 10
MGAT4A	474562	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A
INPP4A	474563	INPP4A	inositol polyphosphate-4-phosphatase type I A
VWA3B	474564	VWA3B	von Willebrand factor A domain containing 3B
TMEM131	474566	TMEM131	transmembrane protein 131
COX5B	474567	COX5B	cytochrome c oxidase subunit 5B
ANKRD39	474568	ANKRD39	ankyrin repeat domain 39
LMAN2L	474569	LMAN2L	lectin, mannose binding 2 like
DYNC2LI1	474570	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
ABCG8	474571	ABCG8	ATP binding cassette subfamily G member 8
LRPPRC	474572	LRPPRC	leucine rich pentatricopeptide repeat containing
PPM1B	474573	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
PREPL	474574	PREPL	prolyl endopeptidase like
CAMKMT	474575	CAMKMT	calmodulin-lysine N-methyltransferase
LOC474576	474576	LOC474576	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene
EPAS1	474578	EPAS1	endothelial PAS domain protein 1
RHOQ	474579	RHOQ	ras homolog family member Q
PIGF	474580	PIGF	phosphatidylinositol glycan anchor biosynthesis class F
SOCS5	474581	SOCS5	suppressor of cytokine signaling 5
MCFD2	474582	MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit
TTC7A	474583	TTC7A	tetratricopeptide repeat domain 7A
CALM2	474584	CALM2	calmodulin 2
MSH6	474585	MSH6	mutS homolog 6
PPP1R21	474586	PPP1R21	protein phosphatase 1 regulatory subunit 21
NRXN1	474589	NRXN1	neurexin 1
LOC474591	474591	LOC474591	ADP ribosylation factor 1 pseudogene
ASB3	474592	ASB3	ankyrin repeat and SOCS box containing 3
ERLEC1	474593	ERLEC1	endoplasmic reticulum lectin 1
PSME4	474594	PSME4	proteasome activator subunit 4
ACYP2	474595	ACYP2	acylphosphatase 2
C10H2orf73	474596	C10H2orf73	chromosome 10 C2orf73 homolog
RTN4	474598	RTN4	reticulon 4
RPS27A	474599	RPS27A	ribosomal protein S27a
MTIF2	474600	MTIF2	mitochondrial translational initiation factor 2
CFAP36	474602	CFAP36	cilia and flagella associated protein 36
PPP4R3B	474603	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
EFEMP1	474604	EFEMP1	EGF containing fibulin extracellular matrix protein 1
VRK2	474605	VRK2	VRK serine/threonine kinase 2
REL	474606	REL	REL proto-oncogene, NF-kB subunit
PEX13	474607	PEX13	peroxisomal biogenesis factor 13
USP34	474608	USP34	ubiquitin specific peptidase 34
XPO1	474609	XPO1	exportin 1
B3GNT2	474611	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
TMEM17	474612	TMEM17	transmembrane protein 17
WDPCP	474613	WDPCP	WD repeat containing planar cell polarity effector
MDH1	474614	MDH1	malate dehydrogenase 1
UGP2	474615	UGP2	UDP-glucose pyrophosphorylase 2
VPS54	474616	VPS54	VPS54 subunit of GARP complex
AFTPH	474618	AFTPH	aftiphilin
MEIS1	474619	MEIS1	Meis homeobox 1
ETAA1	474621	ETAA1	ETAA1 activator of ATR kinase
PNO1	474623	PNO1	partner of NOB1 homolog
GFPT1	474624	GFPT1	glutamine--fructose-6-phosphate transaminase 1
AAK1	474625	AAK1	AP2 associated kinase 1
SNRNP27	474626	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
C10H2orf42	474627	C10H2orf42	chromosome 10 C2orf42 homolog
ATP6V1B1	474628	ATP6V1B1	ATPase H+ transporting V1 subunit B1
ANKRD53	474629	ANKRD53	ankyrin repeat domain 53
HSD17B4	474630	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
DMXL1	474631	DMXL1	Dmx like 1
COMMD10	474635	COMMD10	COMM domain containing 10
ATG12	474636	ATG12	autophagy related 12
CDO1	474637	CDO1	cysteine dioxygenase type 1
